produto;quantidade;ano
Tinto;14.797.285;1984
Rosado;3.714.334;1984
Branco;23.652.774;1984
VINHO FRIZANTE;-;1984
VINHO ORGÂNICO;-;1984
VINHO ESPECIAL;5.535.657;1984
Tinto;1.043.073;1984
Rosado;2.308.400;1984
Branco;2.184.184;1984
ESPUMANTES;2.778.815;1984
Espumante Moscatel;-;1984
Espumante;-;1984
Espumante Orgânico;-;1984
SUCO DE UVAS;6.167.053;1984
Suco Natural Integral;-;1984
Suco Adoçado;-;1984
Suco Reprocessado/reconstituido;-;1984
Suco Orgânico;-;1984
Outros sucos de uvas;-;1984
SUCO DE UVAS CONCENTRADO;3.923.167;1984
OUTROS PRODUTOS COMERCIALIZADOS;15.284.617;1984
Outros vinhos (sem informação detalhada);-;1984
Agrin (fermentado, acetico misto);-;1984
Aguardente de vinho 50°gl;-;1984
Alcool vinico;-;1984
Bagaceira (graspa);434.913;1984
Base champenoise champanha;-;1984
Base charmat champanha;-;1984
Base espumante moscatel;-;1984
Bebida de uva;-;1984
Borra líquida;-;1984
Borra seca;-;1984
Brandy (conhaque);1.074.816;1984
Cooler;-;1984
Coquetel com vinho;-;1984
Destilado de vinho;1.678.482;1984
Filtrado doce;4.994.248;1984
Jeropiga;36.717;1984
Mistelas;1.095.044;1984
Mosto concentrado;-;1984
Mosto de uva;-;1984
Mosto sulfitado;914.641;1984
Nectar de uva;-;1984
Outros produtos;-;1984
Polpa de uva;-;1984
Preparado líquido para refresco;-;1984
Refrigerante +50% suco;-;1984
Sangria;-;1984
Vinagre balsamico;-;1984
Vinagre duplo;-;1984
Vinagre simples;2.690.012;1984
Vinho acetificado;-;1984
Vinho base para espumantes;-;1984
Vinho composto;656.837;1984
Vinho licoroso;1.708.907;1984
Vinho leve;-;1984
Vinho gaseificado;-;1984
Total;247.473.209;1984
VINHO DE MESA;185.191.837;1985
Tinto;138.710.394;1985
Rosado;23.988.088;1985
Branco;22.493.355;1985
VINHO FINO DE MESA;44.599.207;1985
Tinto;13.133.683;1985
Rosado;3.510.330;1985
Branco;27.955.194;1985
VINHO FRIZANTE;-;1985
VINHO ORGÂNICO;-;1985
VINHO ESPECIAL;4.766.741;1985
Tinto;863.932;1985
Rosado;2.145.100;1985
Branco;1.757.709;1985
ESPUMANTES;3.238.436;1985
Espumante Moscatel;-;1985
Espumante;-;1985
Espumante Orgânico;-;1985
SUCO DE UVAS;4.711.949;1985
Suco Natural Integral;-;1985
Suco Adoçado;-;1985
Suco Reprocessado/reconstituido;-;1985
Suco Orgânico;-;1985
Outros sucos de uvas;-;1985
SUCO DE UVAS CONCENTRADO;5.736.808;1985
OUTROS PRODUTOS COMERCIALIZADOS;15.655.775;1985
Outros vinhos (sem informação detalhada);-;1985
Agrin (fermentado, acetico misto);-;1985
Aguardente de vinho 50°gl;-;1985
Alcool vinico;-;1985
Bagaceira (graspa);289.415;1985
Base champenoise champanha;-;1985
Base charmat champanha;-;1985
Base espumante moscatel;-;1985
Bebida de uva;-;1985
Borra líquida;-;1985
Borra seca;-;1985
Brandy (conhaque);1.551.097;1985
Cooler;-;1985
Coquetel com vinho;-;1985
Destilado de vinho;1.460.361;1985
Filtrado doce;6.005.137;1985
Jeropiga;130.094;1985
Mistelas;83.792;1985
Mosto concentrado;-;1985
Mosto de uva;-;1985
Mosto sulfitado;57.717;1985
Nectar de uva;-;1985
Outros produtos;-;1985
Polpa de uva;-;1985
Preparado líquido para refresco;-;1985
Refrigerante +50% suco;-;1985
Sangria;-;1985
Vinagre balsamico;-;1985
Vinagre duplo;-;1985
Vinagre simples;3.397.749;1985
Vinho acetificado;-;1985
Vinho base para espumantes;-;1985
Vinho composto;1.081.646;1985
Vinho licoroso;1.598.767;1985
Vinho leve;-;1985
Vinho gaseificado;-;1985
Total;263.900.753;1985
VINHO DE MESA;203.130.018;1986
Tinto;153.357.217;1986
Rosado;28.544.630;1986
Branco;21.228.171;1986
VINHO FINO DE MESA;50.881.779;1986
Tinto;15.664.511;1986
Rosado;3.685.709;1986
Branco;31.531.559;1986
VINHO FRIZANTE;-;1986
VINHO ORGÂNICO;-;1986
VINHO ESPECIAL;4.636.751;1986
Tinto;749.197;1986
Rosado;2.057.888;1986
Branco;1.829.666;1986
ESPUMANTES;4.058.335;1986
Espumante Moscatel;-;1986
Espumante;-;1986
Espumante Orgânico;-;1986
SUCO DE UVAS;5.767.993;1986
Suco Natural Integral;-;1986
Suco Adoçado;-;1986
Suco Reprocessado/reconstituido;-;1986
Suco Orgânico;-;1986
Outros sucos de uvas;-;1986
SUCO DE UVAS CONCENTRADO;7.553.410;1986
OUTROS PRODUTOS COMERCIALIZADOS;19.777.809;1986
Outros vinhos (sem informação detalhada);-;1986
Agrin (fermentado, acetico misto);-;1986
Aguardente de vinho 50°gl;-;1986
Alcool vinico;-;1986
Bagaceira (graspa);353.074;1986
Base champenoise champanha;-;1986
Base charmat champanha;-;1986
Base espumante moscatel;-;1986
Bebida de uva;-;1986
Borra líquida;-;1986
Borra seca;-;1986
Brandy (conhaque);2.308.675;1986
Cooler;-;1986
Coquetel com vinho;-;1986
Destilado de vinho;5.142.969;1986
Filtrado doce;5.065.559;1986
Jeropiga;86.296;1986
Mistelas;320.098;1986
Mosto concentrado;-;1986
Mosto de uva;-;1986
Mosto sulfitado;218.400;1986
Nectar de uva;-;1986
Outros produtos;-;1986
Polpa de uva;-;1986
Preparado líquido para refresco;-;1986
Refrigerante +50% suco;-;1986
Sangria;-;1986
Vinagre balsamico;-;1986
Vinagre duplo;-;1986
Vinagre simples;2.503.550;1986
Vinho acetificado;-;1986
Vinho base para espumantes;-;1986
Vinho composto;2.008.030;1986
Vinho licoroso;1.771.158;1986
Vinho leve;-;1986
Vinho gaseificado;-;1986
Total;295.806.095;1986
VINHO DE MESA;131.065.191;1987
Tinto;96.590.206;1987
Rosado;21.376.304;1987
Branco;13.098.681;1987
VINHO FINO DE MESA;34.335.860;1987
Tinto;10.144.561;1987
Rosado;2.328.264;1987
Branco;21.863.035;1987
VINHO FRIZANTE;-;1987
VINHO ORGÂNICO;-;1987
VINHO ESPECIAL;2.969.853;1987
Tinto;372.184;1987
Rosado;1.122.648;1987
Branco;1.475.021;1987
ESPUMANTES;3.006.097;1987
Espumante Moscatel;-;1987
Espumante;-;1987
Espumante Orgânico;-;1987
SUCO DE UVAS;4.932.369;1987
Suco Natural Integral;-;1987
Suco Adoçado;-;1987
Suco Reprocessado/reconstituido;-;1987
Suco Orgânico;-;1987
Outros sucos de uvas;-;1987
SUCO DE UVAS CONCENTRADO;5.969.562;1987
OUTROS PRODUTOS COMERCIALIZADOS;25.522.173;1987
Outros vinhos (sem informação detalhada);-;1987
Agrin (fermentado, acetico misto);-;1987
Aguardente de vinho 50°gl;-;1987
Alcool vinico;-;1987
Bagaceira (graspa);236.724;1987
Base champenoise champanha;-;1987
Base charmat champanha;-;1987
Base espumante moscatel;-;1987
Bebida de uva;-;1987
Borra líquida;-;1987
Borra seca;-;1987
Brandy (conhaque);1.553.986;1987
Cooler;9.062.619;1987
Coquetel com vinho;-;1987
Destilado de vinho;2.601.744;1987
Filtrado doce;6.529.116;1987
Jeropiga;19.124;1987
Mistelas;188.048;1987
Mosto concentrado;-;1987
Mosto de uva;-;1987
Mosto sulfitado;-;1987
Nectar de uva;-;1987
Outros produtos;-;1987
Polpa de uva;-;1987
Preparado líquido para refresco;-;1987
Refrigerante +50% suco;-;1987
Sangria;-;1987
Vinagre balsamico;-;1987
Vinagre duplo;-;1987
Vinagre simples;2.156.496;1987
Vinho acetificado;-;1987
Vinho base para espumantes;-;1987
Vinho composto;1.803.640;1987
Vinho licoroso;1.370.676;1987
Vinho leve;-;1987
Vinho gaseificado;-;1987
Total;207.801.105;1987
VINHO DE MESA;150.678.647;1988
Tinto;114.100.716;1988
Rosado;17.329.181;1988
Branco;19.248.750;1988
VINHO FINO DE MESA;40.014.386;1988
Tinto;11.713.661;1988
Rosado;1.939.881;1988
Branco;26.360.844;1988
VINHO FRIZANTE;248.840;1988
VINHO ORGÂNICO;-;1988
VINHO ESPECIAL;2.328.150;1988
Tinto;525.229;1988
Rosado;887.025;1988
Branco;915.896;1988
ESPUMANTES;2.845.663;1988
Espumante Moscatel;-;1988
Espumante;-;1988
Espumante Orgânico;-;1988
SUCO DE UVAS;4.191.947;1988
Suco Natural Integral;-;1988
Suco Adoçado;-;1988
Suco Reprocessado/reconstituido;-;1988
Suco Orgânico;-;1988
Outros sucos de uvas;-;1988
SUCO DE UVAS CONCENTRADO;5.656.096;1988
OUTROS PRODUTOS COMERCIALIZADOS;24.276.716;1988
Outros vinhos (sem informação detalhada);-;1988
Agrin (fermentado, acetico misto);-;1988
Aguardente de vinho 50°gl;-;1988
Alcool vinico;-;1988
Bagaceira (graspa);285.409;1988
Base champenoise champanha;-;1988
Base charmat champanha;-;1988
Base espumante moscatel;-;1988
Bebida de uva;-;1988
Borra líquida;-;1988
Borra seca;-;1988
Brandy (conhaque);1.786.613;1988
Cooler;8.806.545;1988
Coquetel com vinho;-;1988
Destilado de vinho;2.220.670;1988
Filtrado doce;5.574.201;1988
Jeropiga;59.251;1988
Mistelas;221.836;1988
Mosto concentrado;-;1988
Mosto de uva;-;1988
Mosto sulfitado;-;1988
Nectar de uva;-;1988
Outros produtos;-;1988
Polpa de uva;-;1988
Preparado líquido para refresco;-;1988
Refrigerante +50% suco;-;1988
Sangria;-;1988
Vinagre balsamico;-;1988
Vinagre duplo;-;1988
Vinagre simples;2.696.620;1988
Vinho acetificado;-;1988
Vinho base para espumantes;-;1988
Vinho composto;1.381.934;1988
Vinho licoroso;1.243.637;1988
Vinho leve;-;1988
Vinho gaseificado;-;1988
Total;230.240.445;1988
VINHO DE MESA;172.921.267;1989
Tinto;136.642.954;1989
Rosado;14.564.451;1989
Branco;21.713.862;1989
VINHO FINO DE MESA;50.390.262;1989
Tinto;14.737.896;1989
Rosado;2.596.587;1989
Branco;33.055.779;1989
VINHO FRIZANTE;275.708;1989
VINHO ORGÂNICO;-;1989
VINHO ESPECIAL;1.788.772;1989
Tinto;288.905;1989
Rosado;876.167;1989
Branco;623.700;1989
ESPUMANTES;3.766.581;1989
Espumante Moscatel;-;1989
Espumante;-;1989
Espumante Orgânico;-;1989
SUCO DE UVAS;4.642.831;1989
Suco Natural Integral;-;1989
Suco Adoçado;-;1989
Suco Reprocessado/reconstituido;-;1989
Suco Orgânico;-;1989
Outros sucos de uvas;-;1989
SUCO DE UVAS CONCENTRADO;6.716.197;1989
OUTROS PRODUTOS COMERCIALIZADOS;19.148.275;1989
Outros vinhos (sem informação detalhada);-;1989
Agrin (fermentado, acetico misto);-;1989
Aguardente de vinho 50°gl;-;1989
Alcool vinico;-;1989
Bagaceira (graspa);202.478;1989
Base champenoise champanha;-;1989
Base charmat champanha;-;1989
Base espumante moscatel;-;1989
Bebida de uva;-;1989
Borra líquida;-;1989
Borra seca;-;1989
Brandy (conhaque);2.232.781;1989
Cooler;4.474.031;1989
Coquetel com vinho;-;1989
Destilado de vinho;1.382.427;1989
Filtrado doce;6.698.678;1989
Jeropiga;49.075;1989
Mistelas;8.265;1989
Mosto concentrado;-;1989
Mosto de uva;-;1989
Mosto sulfitado;-;1989
Nectar de uva;-;1989
Outros produtos;-;1989
Polpa de uva;-;1989
Preparado líquido para refresco;-;1989
Refrigerante +50% suco;-;1989
Sangria;-;1989
Vinagre balsamico;-;1989
Vinagre duplo;-;1989
Vinagre simples;1.067.310;1989
Vinho acetificado;-;1989
Vinho base para espumantes;-;1989
Vinho composto;1.754.501;1989
Vinho licoroso;1.278.729;1989
Vinho leve;-;1989
Vinho gaseificado;-;1989
Total;259.649.893;1989
VINHO DE MESA;164.725.646;1990
Tinto;120.889.721;1990
Rosado;16.482.188;1990
Branco;27.353.737;1990
VINHO FINO DE MESA;39.885.259;1990
Tinto;11.141.857;1990
Rosado;1.583.368;1990
Branco;27.160.034;1990
VINHO FRIZANTE;310.524;1990
VINHO ORGÂNICO;-;1990
VINHO ESPECIAL;1.371.223;1990
Tinto;266.887;1990
Rosado;595.973;1990
Branco;508.363;1990
ESPUMANTES;2.720.096;1990
Espumante Moscatel;-;1990
Espumante;-;1990
Espumante Orgânico;-;1990
SUCO DE UVAS;5.431.892;1990
Suco Natural Integral;-;1990
Suco Adoçado;-;1990
Suco Reprocessado/reconstituido;-;1990
Suco Orgânico;-;1990
Outros sucos de uvas;-;1990
SUCO DE UVAS CONCENTRADO;8.211.959;1990
OUTROS PRODUTOS COMERCIALIZADOS;17.145.444;1990
Outros vinhos (sem informação detalhada);-;1990
Agrin (fermentado, acetico misto);-;1990
Aguardente de vinho 50°gl;-;1990
Alcool vinico;-;1990
Bagaceira (graspa);174.148;1990
Base champenoise champanha;-;1990
Base charmat champanha;-;1990
Base espumante moscatel;-;1990
Bebida de uva;-;1990
Borra líquida;-;1990
Borra seca;-;1990
Brandy (conhaque);1.464.094;1990
Cooler;2.649.267;1990
Coquetel com vinho;-;1990
Destilado de vinho;577.779;1990
Filtrado doce;7.009.725;1990
Jeropiga;47.536;1990
Mistelas;175.827;1990
Mosto concentrado;-;1990
Mosto de uva;-;1990
Mosto sulfitado;-;1990
Nectar de uva;-;1990
Outros produtos;-;1990
Polpa de uva;-;1990
Preparado líquido para refresco;-;1990
Refrigerante +50% suco;-;1990
Sangria;-;1990
Vinagre balsamico;-;1990
Vinagre duplo;-;1990
Vinagre simples;362.275;1990
Vinho acetificado;-;1990
Vinho base para espumantes;-;1990
Vinho composto;3.746.797;1990
Vinho licoroso;937.996;1990
Vinho leve;-;1990
Vinho gaseificado;-;1990
Total;239.802.043;1990
VINHO DE MESA;190.134.895;1991
Tinto;141.726.264;1991
Rosado;16.322.381;1991
Branco;32.086.250;1991
VINHO FINO DE MESA;37.526.111;1991
Tinto;9.015.204;1991
Rosado;1.342.140;1991
Branco;27.168.767;1991
VINHO FRIZANTE;268.563;1991
VINHO ORGÂNICO;-;1991
VINHO ESPECIAL;1.354.861;1991
Tinto;326.807;1991
Rosado;487.553;1991
Branco;540.501;1991
ESPUMANTES;2.442.072;1991
Espumante Moscatel;-;1991
Espumante;-;1991
Espumante Orgânico;-;1991
SUCO DE UVAS;7.630.442;1991
Suco Natural Integral;-;1991
Suco Adoçado;-;1991
Suco Reprocessado/reconstituido;-;1991
Suco Orgânico;-;1991
Outros sucos de uvas;-;1991
SUCO DE UVAS CONCENTRADO;7.311.205;1991
OUTROS PRODUTOS COMERCIALIZADOS;18.701.133;1991
Outros vinhos (sem informação detalhada);-;1991
Agrin (fermentado, acetico misto);-;1991
Aguardente de vinho 50°gl;-;1991
Alcool vinico;-;1991
Bagaceira (graspa);149.352;1991
Base champenoise champanha;-;1991
Base charmat champanha;-;1991
Base espumante moscatel;-;1991
Bebida de uva;-;1991
Borra líquida;-;1991
Borra seca;-;1991
Brandy (conhaque);1.627.961;1991
Cooler;3.190.379;1991
Coquetel com vinho;-;1991
Destilado de vinho;181.500;1991
Filtrado doce;8.163.189;1991
Jeropiga;35.880;1991
Mistelas;-;1991
Mosto concentrado;-;1991
Mosto de uva;-;1991
Mosto sulfitado;-;1991
Nectar de uva;-;1991
Outros produtos;-;1991
Polpa de uva;-;1991
Preparado líquido para refresco;-;1991
Refrigerante +50% suco;-;1991
Sangria;-;1991
Vinagre balsamico;-;1991
Vinagre duplo;-;1991
Vinagre simples;544.002;1991
Vinho acetificado;-;1991
Vinho base para espumantes;-;1991
Vinho composto;3.842.243;1991
Vinho licoroso;966.627;1991
Vinho leve;-;1991
Vinho gaseificado;-;1991
Total;265.369.282;1991
VINHO DE MESA;180.230.431;1992
Tinto;138.190.489;1992
Rosado;12.822.511;1992
Branco;29.217.431;1992
VINHO FINO DE MESA;39.537.060;1992
Tinto;10.712.402;1992
Rosado;1.130.509;1992
Branco;27.694.149;1992
VINHO FRIZANTE;161.507;1992
VINHO ORGÂNICO;-;1992
VINHO ESPECIAL;882.564;1992
Tinto;217.945;1992
Rosado;304.897;1992
Branco;359.722;1992
ESPUMANTES;1.846.809;1992
Espumante Moscatel;-;1992
Espumante;-;1992
Espumante Orgânico;-;1992
SUCO DE UVAS;5.699.977;1992
Suco Natural Integral;-;1992
Suco Adoçado;-;1992
Suco Reprocessado/reconstituido;-;1992
Suco Orgânico;-;1992
Outros sucos de uvas;-;1992
SUCO DE UVAS CONCENTRADO;10.607.336;1992
OUTROS PRODUTOS COMERCIALIZADOS;13.669.760;1992
Outros vinhos (sem informação detalhada);-;1992
Agrin (fermentado, acetico misto);-;1992
Aguardente de vinho 50°gl;-;1992
Alcool vinico;-;1992
Bagaceira (graspa);38.015;1992
Base champenoise champanha;-;1992
Base charmat champanha;-;1992
Base espumante moscatel;-;1992
Bebida de uva;-;1992
Borra líquida;-;1992
Borra seca;-;1992
Brandy (conhaque);1.488.284;1992
Cooler;1.975.289;1992
Coquetel com vinho;-;1992
Destilado de vinho;109.142;1992
Filtrado doce;7.140.569;1992
Jeropiga;25.440;1992
Mistelas;91.000;1992
Mosto concentrado;-;1992
Mosto de uva;-;1992
Mosto sulfitado;-;1992
Nectar de uva;-;1992
Outros produtos;-;1992
Polpa de uva;-;1992
Preparado líquido para refresco;-;1992
Refrigerante +50% suco;-;1992
Sangria;-;1992
Vinagre balsamico;-;1992
Vinagre duplo;-;1992
Vinagre simples;1.614.757;1992
Vinho acetificado;-;1992
Vinho base para espumantes;-;1992
Vinho composto;375.229;1992
Vinho licoroso;812.035;1992
Vinho leve;-;1992
Vinho gaseificado;-;1992
Total;252.635.444;1992
VINHO DE MESA;201.168.480;1993
Tinto;157.031.022;1993
Rosado;13.767.249;1993
Branco;30.370.209;1993
VINHO FINO DE MESA;49.916.112;1993
Tinto;11.988.665;1993
Rosado;1.639.949;1993
Branco;36.287.498;1993
VINHO FRIZANTE;359.420;1993
VINHO ORGÂNICO;-;1993
VINHO ESPECIAL;1.849.251;1993
Tinto;542.146;1993
Rosado;243.582;1993
Branco;1.063.523;1993
ESPUMANTES;2.183.871;1993
Espumante Moscatel;-;1993
Espumante;-;1993
Espumante Orgânico;-;1993
SUCO DE UVAS;7.605.488;1993
Suco Natural Integral;-;1993
Suco Adoçado;-;1993
Suco Reprocessado/reconstituido;-;1993
Suco Orgânico;-;1993
Outros sucos de uvas;-;1993
SUCO DE UVAS CONCENTRADO;12.178.160;1993
OUTROS PRODUTOS COMERCIALIZADOS;17.047.905;1993
Outros vinhos (sem informação detalhada);-;1993
Agrin (fermentado, acetico misto);-;1993
Aguardente de vinho 50°gl;-;1993
Alcool vinico;-;1993
Bagaceira (graspa);53.928;1993
Base champenoise champanha;-;1993
Base charmat champanha;-;1993
Base espumante moscatel;-;1993
Bebida de uva;-;1993
Borra líquida;-;1993
Borra seca;-;1993
Brandy (conhaque);1.278.706;1993
Cooler;2.756.302;1993
Coquetel com vinho;-;1993
Destilado de vinho;71.000;1993
Filtrado doce;8.373.602;1993
Jeropiga;25.053;1993
Mistelas;1.229.584;1993
Mosto concentrado;42.000;1993
Mosto de uva;-;1993
Mosto sulfitado;-;1993
Nectar de uva;-;1993
Outros produtos;-;1993
Polpa de uva;-;1993
Preparado líquido para refresco;-;1993
Refrigerante +50% suco;-;1993
Sangria;-;1993
Vinagre balsamico;-;1993
Vinagre duplo;-;1993
Vinagre simples;1.521.123;1993
Vinho acetificado;-;1993
Vinho base para espumantes;-;1993
Vinho composto;884.622;1993
Vinho licoroso;811.985;1993
Vinho leve;-;1993
Vinho gaseificado;-;1993
Total;292.308.687;1993
VINHO DE MESA;180.295.366;1994
Tinto;140.192.480;1994
Rosado;13.762.956;1994
Branco;26.339.930;1994
VINHO FINO DE MESA;46.541.918;1994
Tinto;13.290.842;1994
Rosado;1.631.454;1994
Branco;31.619.622;1994
VINHO FRIZANTE;183.160;1994
VINHO ORGÂNICO;-;1994
VINHO ESPECIAL;1.423.645;1994
Tinto;589.529;1994
Rosado;104.886;1994
Branco;729.230;1994
ESPUMANTES;2.661.540;1994
Espumante Moscatel;-;1994
Espumante;-;1994
Espumante Orgânico;-;1994
SUCO DE UVAS;6.504.949;1994
Suco Natural Integral;-;1994
Suco Adoçado;-;1994
Suco Reprocessado/reconstituido;-;1994
Suco Orgânico;-;1994
Outros sucos de uvas;-;1994
SUCO DE UVAS CONCENTRADO;10.005.084;1994
OUTROS PRODUTOS COMERCIALIZADOS;21.351.477;1994
Outros vinhos (sem informação detalhada);-;1994
Agrin (fermentado, acetico misto);-;1994
Aguardente de vinho 50°gl;-;1994
Alcool vinico;-;1994
Bagaceira (graspa);20.016;1994
Base champenoise champanha;-;1994
Base charmat champanha;-;1994
Base espumante moscatel;-;1994
Bebida de uva;-;1994
Borra líquida;-;1994
Borra seca;-;1994
Brandy (conhaque);1.519.307;1994
Cooler;2.798.706;1994
Coquetel com vinho;-;1994
Destilado de vinho;236.400;1994
Filtrado doce;12.190.120;1994
Jeropiga;36.612;1994
Mistelas;1.968.299;1994
Mosto concentrado;-;1994
Mosto de uva;-;1994
Mosto sulfitado;-;1994
Nectar de uva;-;1994
Outros produtos;-;1994
Polpa de uva;-;1994
Preparado líquido para refresco;-;1994
Refrigerante +50% suco;-;1994
Sangria;-;1994
Vinagre balsamico;-;1994
Vinagre duplo;-;1994
Vinagre simples;1.287.211;1994
Vinho acetificado;-;1994
Vinho base para espumantes;-;1994
Vinho composto;559.442;1994
Vinho licoroso;735.364;1994
Vinho leve;-;1994
Vinho gaseificado;-;1994
Total;268.967.139;1994
VINHO DE MESA;146.583.828;1995
Tinto;108.968.350;1995
Rosado;11.653.971;1995
Branco;25.961.507;1995
VINHO FINO DE MESA;40.195.501;1995
Tinto;12.299.213;1995
Rosado;1.540.910;1995
Branco;26.355.378;1995
VINHO FRIZANTE;136.526;1995
VINHO ORGÂNICO;-;1995
VINHO ESPECIAL;1.396.441;1995
Tinto;628.481;1995
Rosado;86.933;1995
Branco;681.027;1995
ESPUMANTES;2.276.321;1995
Espumante Moscatel;-;1995
Espumante;-;1995
Espumante Orgânico;-;1995
SUCO DE UVAS;4.865.675;1995
Suco Natural Integral;-;1995
Suco Adoçado;-;1995
Suco Reprocessado/reconstituido;-;1995
Suco Orgânico;-;1995
Outros sucos de uvas;-;1995
SUCO DE UVAS CONCENTRADO;11.029.248;1995
OUTROS PRODUTOS COMERCIALIZADOS;21.348.586;1995
Outros vinhos (sem informação detalhada);-;1995
Agrin (fermentado, acetico misto);-;1995
Aguardente de vinho 50°gl;-;1995
Alcool vinico;-;1995
Bagaceira (graspa);39.232;1995
Base champenoise champanha;-;1995
Base charmat champanha;-;1995
Base espumante moscatel;-;1995
Bebida de uva;-;1995
Borra líquida;-;1995
Borra seca;-;1995
Brandy (conhaque);1.846.401;1995
Cooler;2.664.342;1995
Coquetel com vinho;-;1995
Destilado de vinho;135.045;1995
Filtrado doce;11.222.169;1995
Jeropiga;33.024;1995
Mistelas;986.673;1995
Mosto concentrado;54.120;1995
Mosto de uva;-;1995
Mosto sulfitado;4.982;1995
Nectar de uva;-;1995
Outros produtos;-;1995
Polpa de uva;-;1995
Preparado líquido para refresco;-;1995
Refrigerante +50% suco;-;1995
Sangria;-;1995
Vinagre balsamico;-;1995
Vinagre duplo;-;1995
Vinagre simples;2.921.137;1995
Vinho acetificado;-;1995
Vinho base para espumantes;-;1995
Vinho composto;645.253;1995
Vinho licoroso;796.208;1995
Vinho leve;-;1995
Vinho gaseificado;-;1995
Total;227.832.126;1995
VINHO DE MESA;165.831.436;1996
Tinto;122.549.540;1996
Rosado;13.374.874;1996
Branco;29.907.022;1996
VINHO FINO DE MESA;43.695.771;1996
Tinto;13.540.528;1996
Rosado;1.457.704;1996
Branco;28.697.539;1996
VINHO FRIZANTE;260.638;1996
VINHO ORGÂNICO;-;1996
VINHO ESPECIAL;1.261.662;1996
Tinto;264.304;1996
Rosado;70.536;1996
Branco;926.822;1996
ESPUMANTES;2.154.497;1996
Espumante Moscatel;-;1996
Espumante;-;1996
Espumante Orgânico;-;1996
SUCO DE UVAS;4.495.950;1996
Suco Natural Integral;-;1996
Suco Adoçado;-;1996
Suco Reprocessado/reconstituido;-;1996
Suco Orgânico;-;1996
Outros sucos de uvas;-;1996
SUCO DE UVAS CONCENTRADO;11.625.777;1996
OUTROS PRODUTOS COMERCIALIZADOS;27.574.147;1996
Outros vinhos (sem informação detalhada);-;1996
Agrin (fermentado, acetico misto);-;1996
Aguardente de vinho 50°gl;-;1996
Alcool vinico;-;1996
Bagaceira (graspa);46.959;1996
Base champenoise champanha;-;1996
Base charmat champanha;-;1996
Base espumante moscatel;-;1996
Bebida de uva;-;1996
Borra líquida;-;1996
Borra seca;-;1996
Brandy (conhaque);2.331.889;1996
Cooler;3.078.523;1996
Coquetel com vinho;-;1996
Destilado de vinho;276.355;1996
Filtrado doce;8.890.818;1996
Jeropiga;85.560;1996
Mistelas;906.081;1996
Mosto concentrado;55.728;1996
Mosto de uva;-;1996
Mosto sulfitado;-;1996
Nectar de uva;-;1996
Outros produtos;-;1996
Polpa de uva;-;1996
Preparado líquido para refresco;-;1996
Refrigerante +50% suco;-;1996
Sangria;-;1996
Vinagre balsamico;-;1996
Vinagre duplo;-;1996
Vinagre simples;3.303.855;1996
Vinho acetificado;7.224.172;1996
Vinho base para espumantes;-;1996
Vinho composto;559.501;1996
Vinho licoroso;814.706;1996
Vinho leve;-;1996
Vinho gaseificado;-;1996
Total;256.899.878;1996
VINHO DE MESA;174.768.638;1997
Tinto;127.693.158;1997
Rosado;13.550.872;1997
Branco;33.524.608;1997
VINHO FINO DE MESA;46.442.209;1997
Tinto;18.303.579;1997
Rosado;1.997.373;1997
Branco;26.141.257;1997
VINHO FRIZANTE;221.733;1997
VINHO ORGÂNICO;-;1997
VINHO ESPECIAL;790.617;1997
Tinto;136.027;1997
Rosado;145.144;1997
Branco;509.446;1997
ESPUMANTES;3.054.624;1997
Espumante Moscatel;19.222;1997
Espumante;3.035.402;1997
Espumante Orgânico;-;1997
SUCO DE UVAS;4.996.959;1997
Suco Natural Integral;-;1997
Suco Adoçado;-;1997
Suco Reprocessado/reconstituido;-;1997
Suco Orgânico;-;1997
Outros sucos de uvas;-;1997
SUCO DE UVAS CONCENTRADO;16.724.519;1997
OUTROS PRODUTOS COMERCIALIZADOS;31.437.414;1997
Outros vinhos (sem informação detalhada);-;1997
Agrin (fermentado, acetico misto);-;1997
Aguardente de vinho 50°gl;-;1997
Alcool vinico;-;1997
Bagaceira (graspa);33.549;1997
Base champenoise champanha;-;1997
Base charmat champanha;-;1997
Base espumante moscatel;-;1997
Bebida de uva;-;1997
Borra líquida;-;1997
Borra seca;-;1997
Brandy (conhaque);2.201.034;1997
Cooler;4.571.501;1997
Coquetel com vinho;-;1997
Destilado de vinho;368.631;1997
Filtrado doce;11.400.130;1997
Jeropiga;78.504;1997
Mistelas;420.127;1997
Mosto concentrado;124.870;1997
Mosto de uva;-;1997
Mosto sulfitado;-;1997
Nectar de uva;-;1997
Outros produtos;-;1997
Polpa de uva;-;1997
Preparado líquido para refresco;-;1997
Refrigerante +50% suco;-;1997
Sangria;-;1997
Vinagre balsamico;-;1997
Vinagre duplo;-;1997
Vinagre simples;2.472.555;1997
Vinho acetificado;8.162.500;1997
Vinho base para espumantes;-;1997
Vinho composto;847.456;1997
Vinho licoroso;756.557;1997
Vinho leve;-;1997
Vinho gaseificado;-;1997
Total;278.436.713;1997
VINHO DE MESA;181.576.649;1998
Tinto;133.479.291;1998
Rosado;12.980.172;1998
Branco;35.117.186;1998
VINHO FINO DE MESA;32.456.318;1998
Tinto;11.925.188;1998
Rosado;1.585.687;1998
Branco;18.945.443;1998
VINHO FRIZANTE;15.370;1998
VINHO ORGÂNICO;-;1998
VINHO ESPECIAL;194.075;1998
Tinto;50.870;1998
Rosado;2.074;1998
