produto;quantidade;ano
Outros produtos;7.459.271;2023
Polpa de uva;1.331.651;2023
Preparado líquido para refresco;17.178;2023
Refrigerante +50% suco;501.876;2023
Sangria;84.157;2023
Vinagre balsamico;338.926;2023
Vinagre duplo;1.769.130;2023
Vinagre simples;5.047.280;2023
Vinho acetificado;194.020;2023
Vinho base para espumantes;-;2023
Vinho composto;981;2023
Vinho licoroso;421.974;2023
Vinho leve;132.064;2023
Vinho gaseificado;410.215;2023
Total;472.291.085;2023
